iata,name,city,country,latitude,longitude,timezone
ASB,Ashgabat International Airport,Ashgabat,Turkmenistan,37.986801,58.361,Asia/Ashgabat
ASC,Ascención de Guarayos Airport,Ascension de Guarayos,Bolivia,-15.933365,-63.155575,America/La_Paz
ASE,Aspen-Pitkin County Airport (Sardy Field),Aspen,United States,39.223202,-106.869003,America/Denver
ASF,Astrakhan Narimanovo Boris M. Kustodiev International Airport,Astrakhan,Russia,46.282843,48.010511,Europe/Astrakhan
ASH,Nashua Airport / Boire Field,Nashua,United States,42.7817,-71.514801,America/New_York
ASI,RAF Ascension Island,Ascension Island,"Saint Helena, Ascension and Tristan da Cunha",-7.970179,-14.392744,Atlantic/St_Helena
ASJ,Amami Airport,Amami,Japan,28.4305992126465,129.712997436523,Asia/Tokyo
ASK,Yamoussoukro International Airport,Yamoussoukro,Côte d'Ivoire,6.90317,-5.36558,Africa/Abidjan
ASL,Harrison County Airport,Marshall,United States,32.5205001831,-94.307800293,America/Chicago
ASM,Asmara International Airport,Asmara,Eritrea,15.2919,38.910702,Africa/Asmara
ASN,Talladega Municipal Airport,Talladega,United States,33.5699005127,-86.0509033203,America/Chicago
ASO,Asosa Airport,Asosa,Ethiopia,10.018500328064,34.5862998962402,Africa/Addis_Ababa
ASP,Alice Springs Airport,Alice Springs,Australia,-23.806588,133.903427,Australia/Darwin
ASQ,Austin Airport,Austin,United States,39.467708,-117.197576,America/Los_Angeles
ASR,Kayseri Erkilet International Airport,Kayseri,Turkey,38.770401,35.495399,Europe/Istanbul
AST,Astoria Regional Airport,Astoria,United States,46.158000946,-123.878997803,America/Los_Angeles
ASU,Aeropuerto Internacional Silvio Pettirossi,Asuncion,Paraguay,-25.240156,-57.519227,America/Asuncion
ASV,Amboseli Airport,Amboseli National Park,Kenya,-2.64505004882813,37.253101348877,Africa/Nairobi
ASW,Aswan International Airport,Aswan,Egypt,23.961075,32.820382,Africa/Cairo
ASX,John F Kennedy Memorial Airport,Ashland,United States,46.54850006,-90.91899872,America/Chicago
ASY,Ashley Municipal Airport,Ashley,United States,46.0238990784,-99.3526000977,America/Chicago
ATA,Comandante FAP German Arias Graziani Airport,Anta,Peru,-9.34743976593018,-77.5983963012695,America/Lima
ATB,Atbara Airport,Atbara,Sudan,17.709928,34.057205,Africa/Khartoum
ATC,Arthur's Town Airport,Arthur's Town,Bahamas,24.6294,-75.673797,America/Nassau
ATD,Uru Harbour Airport,Atoifi,Solomon Islands,-8.87333,161.011002,Pacific/Guadalcanal
ATE,Antlers Municipal Airport,Antlers,United States,34.1926002502,-95.6499023438,America/Chicago
ATF,Chachoán Regional Airport,Ambato,Ecuador,-1.21207,-78.5746,America/Guayaquil
ATH,Athens Eleftherios Venizelos International Airport,Athens,Greece,37.936401,23.9445,Europe/Athens
ATI,Artigas International Airport,Artigas,Uruguay,-30.4007,-56.5079,America/Montevideo
ATJ,Antsirabe Airport,Antsirabe,Madagascar,-19.839221,47.063713,Indian/Antananarivo
ATK,Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,United States,70.46704,-157.436013,America/Anchorage
ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,America/New_York
ATM,Altamira Interstate Airport,Altamira,Brazil,-3.253144,-52.253938,America/Santarem
ATO,Ohio University Airport,Athens/Albany,United States,39.211839,-82.22949,America/New_York
ATP,Aitape Airport,Aitape,Papua New Guinea,-3.143611,142.346806,Pacific/Port_Moresby
ATQ,Sri Guru Ram Das Ji International Airport,Amritsar,India,31.7096,74.797302,Asia/Kolkata
ATR,Atar International Airport,Atar,Mauritania,20.505823,-13.043744,Africa/Nouakchott
ATS,Artesia Municipal Airport,Artesia,United States,32.8525009155,-104.468002319,America/Denver
ATU,Casco Cove Coast Guard Station,Attu,United States,52.829797,173.173796,America/Adak
ATV,Ati Airport,Ati,Chad,13.239778,18.315893,Africa/Ndjamena
ATW,Appleton International Airport,Appleton,United States,44.258515,-88.519,America/Chicago
ATY,Watertown Regional Airport,Watertown,United States,44.91400146,-97.15470123,America/Chicago
ATZ,Asyut International Airport,Assiut,Egypt,27.045962,31.01276,Africa/Cairo
AUA,Queen Beatrix International Airport,Oranjestad,Aruba,12.501056,-70.014281,America/Aruba
AUC,Santiago Perez Airport,Arauca,Colombia,7.06888,-70.7369,America/Bogota
AUF,Auxerre Branches airport,Auxerre/Branches,France,47.850201,3.49711,Europe/Paris
AUG,Augusta State Airport,Augusta,United States,44.3205986023,-69.7973022461,America/New_York
AUH,Zayed International Airport,Abu Dhabi,United Arab Emirates,24.440966,54.649237,Asia/Dubai
AUJ,Ambunti Airport,Ambunti,Papua New Guinea,-4.21566666667,142.823166667,Pacific/Port_Moresby
AUK,Alakanuk Airport,Alakanuk,United States,62.682653,-164.722481,America/Nome
AUM,Austin Municipal Airport,Austin,United States,43.66500092,-92.93340302,America/Chicago
AUN,Auburn Municipal Airport,Auburn,United States,38.95479965,-121.0820007,America/Los_Angeles
AUO,Auburn University Regional Airport,Auburn,United States,32.615101,-85.433998,America/Chicago
AUR,Aurillac airport,Aurillac,France,44.891399,2.42194,Europe/Paris
AUS,Austin Bergstrom International Airport,Austin,United States,30.197535,-97.662015,America/Chicago
AUT,Atauro Airport,Atauro,Timor-Leste,-8.243133,125.606378,Asia/Dili
AUW,Wausau Downtown Airport,Wausau,United States,44.9262008667,-89.6266021729,America/Chicago
AUX,Araguaína Airport,Araguaina,Brazil,-7.22787,-48.240501,America/Araguaina
AUY,Aneityum Airport,Anelghowhat,Vanuatu,-20.249142,169.770758,Pacific/Efate
AUZ,Aurora Municipal Airport,Chicago/Aurora,United States,41.771900177,-88.4757003784,America/Chicago
AVA,Anshun Huangguoshu Airport,Anshun,China,26.260556,105.873333,Asia/Shanghai
AVB,Aviano Air Base,Aviano,Italy,46.031898,12.596503,Europe/Rome
AVI,Máximo Gómez Airport,Ciego de Avila,Cuba,22.0271,-78.789597,America/Havana
AVK,Arvaikheer Airport,Arvaikheer,Mongolia,46.250301361084,102.802001953125,Asia/Ulaanbaatar
AVL,Asheville Regional Airport,Asheville,United States,35.435488,-82.541853,America/New_York
AVN,Avignon Caumont airport,Avignon/Caumont,France,43.907299,4.90183,Europe/Paris
AVO,Avon Park Executive Airport,Avon Park,United States,27.59119987,-81.52780151,America/New_York
AVP,Wilkes-Barre/Scranton International Airport,Wilkes-Barre/Scranton,United States,41.337064,-75.724232,America/New_York
AVV,Melbourne Avalon International Airport,Melbourne,Australia,-38.040269,144.467196,Australia/Melbourne
AVW,Marana Regional Airport,Tucson,United States,32.409065,-111.216199,America/Phoenix
AVX,Catalina Airport,Avalon,United States,33.4049,-118.416,America/Los_Angeles
AWA,Hawassa International Airport,Awassa,Ethiopia,7.100611,38.396455,Africa/Addis_Ababa
AWB,Awaba Airport,Awaba,Papua New Guinea,-8.013414,142.752099,Pacific/Port_Moresby
AWD,Aniwa Airport,Aniwa,Vanuatu,-19.2346,169.6009,Pacific/Efate
AWK,Wake Island Airfield,Wake Island,United States Minor Outlying Islands,19.282437,166.636637,Pacific/Wake
AWM,West Memphis Municipal Airport,West Memphis,United States,35.1351013184,-90.2343978882,America/Chicago
AWZ,Qasem Soleimani International Airport,Ahwaz,Iran,31.3364,48.763789,Asia/Tehran
AXA,Clayton J. Lloyd International Airport,The Valley,Anguilla,18.204773,-63.05383,America/Anguilla
AXD,Alexandroupoli Democritus Airport,Alexandroupolis,Greece,40.8559,25.956301,Europe/Athens
AXE,Xanxerê Airport,Xanxere,Brazil,-26.875067,-52.372862,America/Sao_Paulo
AXF,Alxa Left Banner Bayanhot Airport,Bayanhot,China,38.748317,105.58416,Asia/Shanghai
AXG,Algona Municipal Airport,Algona,United States,43.078104,-94.271836,America/Chicago
AXM,El Eden Airport,Armenia,Colombia,4.45278,-75.7664,America/Bogota
AXN,Chandler Field,Alexandria,United States,45.866299,-95.394699,America/Chicago
AXP,Spring Point Airport,Spring Point,Bahamas,22.441799,-73.970901,America/Nassau
AXS,Altus Quartz Mountain Regional Airport,Altus,United States,34.697952,-99.3385,America/Chicago
AXT,Akita Airport,Akita,Japan,39.615601,140.218994,Asia/Tokyo
AXV,Neil Armstrong Airport,Wapakoneta,United States,40.49340057,-84.29889679,America/New_York
AXX,Angel Fire Airport,Angel Fire,United States,36.422001,-105.290001,America/Denver
AYG,Yaguara Airport,San Vicente Del Caguan,Colombia,1.54417,-73.9333,America/Bogota
AYJ,Maharshi Valmiki International Airport,Ayodhya,India,26.747736,82.163664,Asia/Kolkata
AYK,Arkalyk North Airport,Arkalyk,Kazakhstan,50.3185997009277,66.9527969360352,Asia/Qostanay
AYN,Anyang Yindu Airport,Anyang,China,36.1339,114.344002,Asia/Shanghai
AYO,Aeropuerto Nacional Juan de Ayolas,Ayolas,Paraguay,-27.378379,-56.856791,America/Asuncion
AYP,Air Force Colonel Alfredo Mendivil Duarte Airport,Ayacucho,Peru,-13.1548,-74.204399,America/Lima
AYQ,Ayers Rock Connellan Airport,Ayers Rock,Australia,-25.185913,130.97703,Australia/Darwin
AYS,Waycross Ware County Airport,Waycross,United States,31.2490997314,-82.3955001831,America/New_York
AYT,Antalya International Airport,Antalya,Turkey,36.898701,30.800501,Europe/Istanbul
AYU,Aiyura Airport,Aiyura Valley,Papua New Guinea,-6.33805555556,145.904166667,Pacific/Port_Moresby
AYX,Teniente General Gerardo Pérez Pinedo Airport,Atalaya,Peru,-10.7291,-73.766502,America/Lima
AZA,Mesa Gateway Airport,Phoenix,United States,33.3078,-111.654999,America/Phoenix
AZD,Shahid Sadooghi Airport,Yazd,Iran,31.9048995972,54.2765007019,Asia/Tehran
AZH,Azamgarh Airport,Azamgarh,India,26.153333,83.118333,Asia/Kolkata
AZL,Fazenda Tucunaré Airport,Sapezal,Brazil,-13.465528,-58.866935,America/Cuiaba
AZN,Andijan International Airport,Andijan,Uzbekistan,40.727699,72.293999,Asia/Tashkent
AZO,Kalamazoo/Battle Creek International Airport,Kalamazoo,United States,42.232105,-85.549637,America/Detroit
AZS,Samaná El Catey International Airport,Samana,Dominican Republic,19.269259,-69.737405,America/Santo_Domingo
AZZ,Ambriz Airport,Ambriz,Angola,-7.86222,13.1161,Africa/Luanda
BAA,Bialla Airport,Bialla,Papua New Guinea,-5.33056020737,151.007995605,Pacific/Port_Moresby
BAB,Beale Air Force Base,Marysville,United States,39.136101,-121.436996,America/Los_Angeles
BAD,Barksdale Air Force Base,Bossier City,United States,32.501801,-93.662697,America/Chicago
BAE,Barcelonnette - Saint-Pons Airfield,Le Castellet,France,44.387198,6.608831,Europe/Paris
BAF,Westfield-Barnes Regional Airport,Westfield/Springfield,United States,42.157799,-72.715599,America/New_York
BAG,Loakan Airport,Baguio City,Philippines,16.375034,120.619949,Asia/Manila
BAH,Bahrain International Airport,Manama,Bahrain,26.267295,50.63764,Asia/Bahrain
BAI,Buenos Aires Airport,Punta Arenas,Costa Rica,9.163949,-83.330171,America/Costa_Rica
BAL,Batman Airport,Batman,Turkey,37.929001,41.1166,Europe/Istanbul
BAM,Battle Mountain Airport,Battle Mountain,United States,40.5989990234,-116.874000549,America/Los_Angeles
BAN,Basongo Airport,Basongo,Democratic Republic of the Congo,-4.315802,20.414891,Africa/Lubumbashi
BAQ,Ernesto Cortissoz International Airport,Barranquilla,Colombia,10.8896,-74.7808,America/Bogota
BAR,Qionghai Bo'ao Airport,Qionghai,China,19.140951,110.452766,Asia/Shanghai
BAS,Ballalae Airport,Ballalae,Solomon Islands,-6.990745,155.886656,Pacific/Guadalcanal
BAT,Chafei Amsei Airport,Barretos,Brazil,-20.584631,-48.594125,America/Sao_Paulo
BAV,Baotou Donghe International Airport,Baotou,China,40.560001,109.997002,Asia/Shanghai
BAX,Barnaul Gherman Titov International Airport,Barnaul,Russia,53.361285,83.539701,Asia/Barnaul
BAY,Maramureș International Airport,Baia Mare,Romania,47.658444,23.464445,Europe/Bucharest
BAZ,Barcelos Airport,Barcelos,Brazil,-0.981191,-62.918603,America/Manaus
BBA,Balmaceda Airport,Balmaceda,Chile,-45.915968,-71.689499,America/Santiago
BBB,Benson Municipal Airport,Benson,United States,45.331902,-95.650597,America/Chicago
BBC,Bay City Regional Airport,Bay City,United States,28.973301,-95.863503,America/Chicago
BBD,Curtis Field,Brady,United States,31.178931,-99.324732,America/Chicago
BBG,Butaritari Airport,Butaritari Atoll,Kiribati,3.08583,172.811005,Pacific/Tarawa
BBI,Biju Patnaik International Airport,Bhubaneswar,India,20.251021,85.814747,Asia/Kolkata
BBJ,Bitburg Airport,Bitburg,Germany,49.945278,6.565,Europe/Berlin
BBK,Kasane International Airport,Kasane,Botswana,-17.831653,25.166195,Africa/Gaborone
BBM,Battambang Airport,Battambang,Cambodia,13.0956,103.223999,Asia/Phnom_Penh
BBN,Bario Airport,Bario,Malaysia,3.734648,115.478548,Asia/Kuching
BBO,Berbera Airport,Berbera,Somalia,10.385035,44.936723,Africa/Mogadishu
BBP,Bembridge Airport,Bembridge,United Kingdom,50.678101,-1.10944,Europe/London
BBQ,Burton-Nibbs International Airport,Codrington,Antigua and Barbuda,17.621194,-61.798347,America/Antigua
BBR,Basse-Terre Baillif Airport,Basse Terre,Guadeloupe,16.013648,-61.742928,America/Guadeloupe
BBS,Blackbushe Airport,Yateley,United Kingdom,51.323898,-0.8475,Europe/London
BBT,Berbérati Airport,Berberati,Central African Republic,4.22158002853394,15.7863998413086,Africa/Bangui
BBU,Bucharest Băneasa Aurel Vlaicu International Airport,Bucharest,Romania,44.503133,26.102944,Europe/Bucharest
BBV,Nero-Mer Airport,Grand-Bereby,Côte d'Ivoire,4.64341306686,-6.9239616394,Africa/Abidjan
BBW,Broken Bow Municipal Airport,Broken Bow,United States,41.4365005493,-99.6421966553,America/Chicago
BBX,Wings Field,Philadelphia,United States,40.1375007629,-75.2650985718,America/New_York
BBY,Bambari Airport,Bambari,Central African Republic,5.847012,20.64992,Africa/Bangui
BBZ,Zambezi Airport,Zambezi,Zambia,-13.535996,23.10559,Africa/Lusaka
BCA,Gustavo Rizo Airport,Baracoa,Cuba,20.3652992248535,-74.5062026977539,America/Havana
BCB,Virginia Tech Montgomery Executive Airport,Blacksburg,United States,37.2075996399,-80.4077987671,America/New_York
BCD,Bacolod-Silay International Airport,Bacolod City,Philippines,10.776237,123.018879,Asia/Manila
BCE,Bryce Canyon Airport,Bryce Canyon,United States,37.706401825,-112.144996643,America/Denver
BCF,Bouca Airport,Bouca,Central African Republic,6.51700019836426,18.2670001983643,Africa/Bangui
BCG,Bemichi Airport,Bemichi,Guyana,7.640212,-58.961786,America/Guyana
BCH,Baucau Airport,Baucau,Timor-Leste,-8.486479,126.399981,Asia/Dili
BCI,Barcaldine Airport,Barcaldine,Australia,-23.566268,145.302086,Australia/Brisbane
BCL,Barra del Colorado Airport,Pococi,Costa Rica,10.7687,-83.585602,America/Costa_Rica
BCM,Bacău George Enescu International  Airport,Bacau,Romania,46.5219,26.910299,Europe/Bucharest
BCN,Josep Tarradellas Barcelona-El Prat Airport,Barcelona,Spain,41.2971,2.07846,Europe/Madrid
BCO,Baco Airport,Baco,Ethiopia,5.749655,36.560165,Africa/Addis_Ababa
BCR,Novo Campo Airport,Boca Do Acre,Brazil,-8.83456,-67.312401,America/Manaus
BCS,Southern Seaplane Airport,Belle Chasse,United States,29.866078,-90.021608,America/Chicago
BCT,Boca Raton Airport,Boca Raton,United States,26.3785,-80.107697,America/New_York
BCX,Beloretsk Airport,Beloretsk,Russia,53.938389,58.340113,Asia/Yekaterinburg
BDA,L.F. Wade International Airport,Hamilton,Bermuda,32.363802,-64.67824,Atlantic/Bermuda
BDB,Bundaberg Airport,Bundaberg,Australia,-24.905039,152.322612,Australia/Brisbane
BDC,Barra do Corda Airport,Barra Do Corda,Brazil,-5.5025,-45.215833,America/Fortaleza
BDE,Baudette International Airport,Baudette,United States,48.7284011841,-94.612197876,America/Chicago
BDF,Rinkenberger Restricted Landing Area,Bradford,United States,41.2308998108,-89.6156997681,America/Chicago
BDG,Blanding Municipal Airport,Blanding,United States,37.58330154,-109.4830017,America/Denver
BDH,Bandar Lengeh International Airport,Bandar Lengeh,Iran,26.532283,54.82484,Asia/Tehran
BDI,Bird Island Airport,Bird Island,Seychelles,-3.723683,55.206106,Indian/Mahe
BDJ,Syamsudin Noor International Airport,Banjarmasin-Borneo Island,Indonesia,-3.44236,114.763,Asia/Makassar
BDK,Soko Airport,Bondoukou,Côte d'Ivoire,8.01722,-2.76194,Africa/Abidjan
BDL,Bradley International Airport,Hartford,United States,41.938555,-72.688016,America/New_York
BDM,Bandırma Airport,Bandirma,Turkey,40.318001,27.977699,Europe/Istanbul
BDN,Talhar Airport,Badin,Pakistan,24.8414993286133,68.8384017944336,Asia/Karachi
BDO,Husein Sastranegara International Airport,Bandung-Java Island,Indonesia,-6.90063,107.575996,Asia/Jakarta
BDP,Bhadrapur Airport,Bhadrapur,Nepal,26.5708007812,88.0795974731,Asia/Kathmandu
BDQ,Vadodara International Airport,Vadodara,India,22.336201,73.226303,Asia/Kolkata
BDR,Igor I Sikorsky Memorial Airport,Bridgeport,United States,41.163502,-73.126198,America/New_York
BDS,Brindisi Airport,Brindisi,Italy,40.6576,17.947001,Europe/Rome
BDU,Bardufoss Airport,Malselv,Norway,69.055801,18.5404,Europe/Oslo
BDV,Moba Airport,Moba,Democratic Republic of the Congo,-7.08488,29.737072,Africa/Lubumbashi
BDX,Broadus Airport,Broadus,United States,45.470462,-105.457145,America/Denver
BDY,Bandon State Airport,Bandon,United States,43.08649826,-124.4079971,America/Los_Angeles
BEB,Benbecula Airport,Balivanich,United Kingdom,57.481098,-7.36278,Europe/London
BEC,Beech Factory Airport,Wichita,United States,37.6944999695,-97.2149963379,America/Chicago
BED,Laurence G Hanscom Field,Bedford,United States,42.470001,-71.289001,America/New_York
BEF,Bluefields Airport,Bluefileds,Nicaragua,11.991,-83.774101,America/Managua
BEG,Belgrade Nikola Tesla Airport,Belgrad,Serbia,44.818401,20.309099,Europe/Belgrade
BEH,Southwest Michigan Regional Airport,Benton Harbor,United States,42.1286010742,-86.4284973145,America/Detroit
BEI,Beica Airport,Beica,Ethiopia,9.38639,34.5219,Africa/Addis_Ababa
BEJ,Kalimarau Airport,Tanjung Redep-Borneo Island,Indonesia,2.14776,117.430705,Asia/Makassar
BEL,Val de Cans/Júlio Cezar Ribeiro International Airport,Belem,Brazil,-1.379279,-48.476207,America/Belem
BEN,Benina International Airport,Benghazi,Libya,32.096802,20.269501,Africa/Tripoli
BEP,Bellary Airport,Bellary,India,15.1627998352051,76.8827972412109,Asia/Kolkata
BEQ,RAF Honington,Thetford,United Kingdom,52.342602,0.772939,Europe/London
BER,Berlin Brandenburg Airport,Schönefeld,Germany,52.361738,13.502341,Europe/Berlin
BES,Brest Bretagne airport,Brest/Guipavas,France,48.447899,-4.41854,Europe/Paris
BET,Bethel Airport,Bethel,United States,60.77980042,-161.8379974,America/Anchorage
BEV,Beersheba (Teyman) Airport,Beersheva,Israel,31.287000656128,34.722999572754,Asia/Jerusalem
BEW,Beira International Airport,Beira,Mozambique,-19.7964,34.9076,Africa/Maputo
BEX,RAF Benson,Benson,United Kingdom,51.614366,-1.095991,Europe/London
BEY,Beirut Rafic Hariri International Airport,Beirut,Lebanon,33.819833,35.487443,Asia/Beirut
BEZ,Beru Airport,Beru,Kiribati,-1.35472,176.007004,Pacific/Tarawa
BFA,Bahía Negra Airport,Bahia Negra,Paraguay,-20.230777,-58.170455,America/Asuncion
BFD,Bradford Regional Airport,Bradford,United States,41.8031005859375,-78.6400985717773,America/New_York
BFE,Bielefeld Airport,Bielefeld,Germany,51.964722,8.544444,Europe/Berlin
BFF,Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,United States,41.87400055,-103.5960007,America/Denver
BFG,Bullfrog Basin Airport,Glen Canyon Natl Rec Area,United States,37.547827,-110.712898,America/Denver
BFH,Bacacheri Airport,Curitiba,Brazil,-25.4051,-49.231998,America/Sao_Paulo
BFI,King County International Airport - Boeing Field,Seattle,United States,47.527042,-122.29995,America/Los_Angeles
BFJ,Bijie Feixiong Airport,Bijie,China,27.267066,105.472097,Asia/Shanghai
BFK,Buckley Space Force Base,Aurora,United States,39.701698,-104.751999,America/Denver
BFL,Meadows Field,Bakersfield,United States,35.433601,-119.056999,America/Los_Angeles
BFM,Mobile Downtown Airport,Mobile,United States,30.6268005371,-88.0680999756,America/Chicago
BFN,Bram Fischer International Airport,Bloemfontain,South Africa,-29.092699,26.302401,Africa/Johannesburg
